59.69	50.49
60.3	51.48
61.34	52.54
62.39	53.45
63.4	54.41
64.3	55.32
65.38	56.21
66.47	56.97
67.38	57.92
68.0	59.0
69.01	60.15
70.03	61.15
71.09	62.24
72.05	63.24
73.11	64.21
73.97	65.07
74.81	66.13
75.48	67.3
76.49	68.57
77.53	69.67
78.57	70.86
79.42	71.94
80.59	73.03
81.69	74.01
82.57	75.16
83.31	76.43
84.32	77.77
85.4	78.95
86.54	80.24
87.47	81.43
88.61	82.59
89.62	83.61
90.46	84.88
91.12	86.26
92.13	87.66
93.2	88.93
94.27	90.36
95.21	91.69
96.4	92.94
97.5	94.09
98.43	95.48
99.14	96.97
100.18	98.61
101.33	100.02
102.47	101.47
103.45	102.86
104.72	104.23
105.84	105.45
106.81	106.95
107.56	108.62
108.62	110.35
109.81	111.89
110.97	113.51
111.97	114.8
113.25	115.45
114.4	115.78
null
null
